Date,SKU,Category,Actual_Units,Total_Revenue,Total_Cost,Gross_Margin,Forecast_Units,Historical_Days_Count,Absolute_Error
2024-10-15,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,25.0,90,8.0
2024-10-16,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,24.96,90,2.960000000000001
2024-10-17,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,25.0,90,2.0
2024-10-18,SKU_A201,Appliances,35,10309.6,8244.6,2065.0,25.09,90,9.91
2024-10-19,SKU_A201,Appliances,23,6068.0,5417.88,650.12,25.3,90,2.3000000000000007
2024-10-20,SKU_A201,Appliances,13,3829.28,3062.28,767.0,25.38,90,12.379999999999999
2024-10-21,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,25.24,90,0.23999999999999844
2024-10-22,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,25.29,90,5.710000000000001
2024-10-23,SKU_A201,Appliances,27,7334.6,6360.12,974.48,25.36,90,1.6400000000000006
2024-10-24,SKU_A201,Appliances,24,6450.92,5653.44,797.48,25.37,90,1.370000000000001
2024-10-25,SKU_A201,Appliances,15,4064.96,3533.4,531.56,25.36,90,10.36
2024-10-26,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.23,90,5.23
2024-10-27,SKU_A201,Appliances,39,10383.34,9186.84,1196.5,25.11,90,13.89
2024-10-28,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,25.38,90,4.379999999999999
2024-10-29,SKU_A201,Appliances,15,4418.4,3533.4,885.0,25.29,90,10.29
2024-10-30,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,25.18,90,0.17999999999999972
2024-10-31,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,25.22,90,6.219999999999999
2024-11-01,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,25.13,90,4.129999999999999
2024-11-02,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,25.07,90,0.07000000000000028
2024-11-03,SKU_A201,Appliances,38,11193.28,8951.28,2242.0,24.96,90,13.04
2024-11-04,SKU_A201,Appliances,36,9632.2,8480.16,1152.04,25.12,90,10.879999999999999
2024-11-05,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,25.26,90,1.7399999999999984
2024-11-06,SKU_A201,Appliances,34,10015.04,8009.04,2006.0,25.33,90,8.670000000000002
2024-11-07,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,25.47,90,2.469999999999999
2024-11-08,SKU_A201,Appliances,32,9425.92,7537.92,1888.0,25.5,90,6.5
2024-11-09,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,25.54,90,0.46000000000000085
2024-11-10,SKU_A201,Appliances,39,11487.84,9186.84,2301.0,25.6,90,13.399999999999999
2024-11-11,SKU_A201,Appliances,42,11487.92,9893.52,1594.4,25.58,90,16.42
2024-11-12,SKU_A201,Appliances,21,5876.5,4946.76,929.74,25.72,90,4.719999999999999
2024-11-13,SKU_A201,Appliances,43,11384.86,10129.08,1255.78,25.57,90,17.43
2024-11-14,SKU_A201,Appliances,33,9720.48,7773.48,1947.0,25.73,90,7.27
2024-11-15,SKU_A201,Appliances,30,8174.1,7066.8,1107.3,25.82,90,4.18
2024-11-16,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,25.99,90,0.010000000000001563
2024-11-17,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,25.97,90,5.030000000000001
2024-11-18,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,26.06,90,0.05999999999999872
2024-11-19,SKU_A201,Appliances,35,10309.6,8244.6,2065.0,26.12,90,8.879999999999999
2024-11-20,SKU_A201,Appliances,29,7747.0,6831.24,915.76,26.2,90,2.8000000000000007
2024-11-21,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,26.29,90,1.7100000000000009
2024-11-22,SKU_A201,Appliances,34,9131.44,8009.04,1122.4,26.36,90,7.640000000000001
2024-11-23,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,26.4,90,0.6000000000000014
2024-11-24,SKU_A201,Appliances,39,11487.84,9186.84,2301.0,26.48,90,12.52
2024-11-25,SKU_A201,Appliances,32,9425.92,7537.92,1888.0,26.59,90,5.41
2024-11-26,SKU_A201,Appliances,36,10604.16,8480.16,2124.0,26.74,90,9.260000000000002
2024-11-27,SKU_A201,Appliances,41,12076.96,9657.96,2419.0,26.73,90,14.27
2024-11-28,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,26.89,90,2.8900000000000006
2024-11-29,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,26.77,90,1.2300000000000004
2024-11-30,SKU_A201,Appliances,32,9425.92,7537.92,1888.0,26.8,90,5.199999999999999
2024-12-01,SKU_A201,Appliances,22,6171.06,5182.32,988.74,26.93,90,4.93
2024-12-02,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,26.89,90,1.1099999999999994
2024-12-03,SKU_A201,Appliances,30,8041.56,7066.8,974.76,26.93,90,3.0700000000000003
2024-12-04,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,27.03,90,1.0300000000000011
2024-12-05,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,27.02,90,3.9800000000000004
2024-12-06,SKU_A201,Appliances,42,12371.52,9893.52,2478.0,27.16,90,14.84
2024-12-07,SKU_A201,Appliances,41,11193.36,9657.96,1535.4,27.44,90,13.559999999999999
2024-12-08,SKU_A201,Appliances,13,3829.28,3062.28,767.0,27.69,90,14.690000000000001
2024-12-09,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,27.47,90,3.530000000000001
2024-12-10,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,27.42,90,0.5799999999999983
2024-12-11,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,27.41,90,3.41
2024-12-12,SKU_A201,Appliances,36,10604.16,8480.16,2124.0,27.46,90,8.54
2024-12-13,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,27.69,90,1.6900000000000013
2024-12-14,SKU_A201,Appliances,34,10015.04,8009.04,2006.0,27.74,90,6.260000000000002
2024-12-15,SKU_A201,Appliances,32,9425.92,7537.92,1888.0,27.83,90,4.170000000000002
2024-12-16,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,27.9,90,4.899999999999999
2024-12-17,SKU_A201,Appliances,40,11031.34,9422.4,1608.94,27.77,90,12.23
2024-12-18,SKU_A201,Appliances,36,9632.2,8480.16,1152.04,27.89,90,8.11
2024-12-19,SKU_A201,Appliances,35,10309.6,8244.6,2065.0,28.07,90,6.93
2024-12-20,SKU_A201,Appliances,47,13844.32,11071.32,2773.0,28.14,90,18.86
2024-12-21,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,28.38,90,3.379999999999999
2024-12-22,SKU_A201,Appliances,29,7570.28,6831.24,739.04,28.29,90,0.7100000000000009
2024-12-23,SKU_A201,Appliances,38,11193.28,8951.28,2242.0,28.28,90,9.719999999999999
2024-12-24,SKU_A201,Appliances,27,7378.78,6360.12,1018.66,28.43,90,1.4299999999999997
2024-12-25,SKU_A201,Appliances,30,8836.8,7066.8,1770.0,28.44,90,1.5599999999999987
2024-12-26,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,28.46,90,4.460000000000001
2024-12-27,SKU_A201,Appliances,35,10309.6,8244.6,2065.0,28.38,90,6.620000000000001
2024-12-28,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,28.49,90,8.489999999999998
2024-12-29,SKU_A201,Appliances,40,11782.4,9422.4,2360.0,28.46,90,11.54
2024-12-30,SKU_A201,Appliances,35,10309.6,8244.6,2065.0,28.67,90,6.329999999999998
2024-12-31,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,28.74,90,5.739999999999998
2025-01-01,SKU_A201,Appliances,23,6156.36,5417.88,738.48,28.77,90,5.77
2025-01-02,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,28.76,90,4.760000000000002
2025-01-03,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,28.77,90,9.77
2025-01-04,SKU_A201,Appliances,40,10589.54,9422.4,1167.14,28.58,90,11.420000000000002
2025-01-05,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,28.7,90,2.6999999999999993
2025-01-06,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,28.66,90,6.66
2025-01-07,SKU_A201,Appliances,21,5743.96,4946.76,797.2,28.53,90,7.530000000000001
2025-01-08,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,28.47,90,1.4699999999999989
2025-01-09,SKU_A201,Appliances,26,7128.4,6124.56,1003.84,28.56,90,2.5599999999999987
2025-01-10,SKU_A201,Appliances,35,9337.64,8244.6,1093.04,28.68,90,6.32
2025-01-11,SKU_A201,Appliances,36,10604.16,8480.16,2124.0,28.87,90,7.129999999999999
2025-01-12,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,28.99,90,4.989999999999998
2025-01-13,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,29.0,90,9.0
2025-01-14,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,29.03,90,10.030000000000001
2025-01-15,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,29.0,90,3.0
2025-01-16,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,28.99,90,8.989999999999998
2025-01-17,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,28.82,90,5.82
2025-01-18,SKU_A201,Appliances,27,7246.24,6360.12,886.12,28.82,90,1.8200000000000003
2025-01-19,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,28.98,90,5.98
2025-01-20,SKU_A201,Appliances,33,8527.62,7773.48,754.14,28.96,90,4.039999999999999
2025-01-21,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,28.98,90,8.98
2025-01-22,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,28.9,90,3.8999999999999986
2025-01-23,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,28.91,90,10.91
2025-01-24,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,28.94,90,10.940000000000001
2025-01-25,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,28.92,90,10.920000000000002
2025-01-26,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,28.69,90,2.3099999999999987
2025-01-27,SKU_A201,Appliances,34,10015.04,8009.04,2006.0,28.8,90,5.199999999999999
2025-01-28,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,29.01,90,8.010000000000002
2025-01-29,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,28.97,90,3.969999999999999
2025-01-30,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,29.03,90,1.9699999999999989
2025-01-31,SKU_A201,Appliances,24,6627.64,5653.44,974.2,29.14,90,5.140000000000001
2025-02-01,SKU_A201,Appliances,32,8630.68,7537.92,1092.76,29.13,90,2.870000000000001
2025-02-02,SKU_A201,Appliances,29,7835.36,6831.24,1004.12,29.07,90,0.07000000000000028
2025-02-03,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,28.99,90,0.9899999999999984
2025-02-04,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,29.0,90,12.0
2025-02-05,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,28.81,90,2.1900000000000013
2025-02-06,SKU_A201,Appliances,13,3829.28,3062.28,767.0,28.9,90,15.899999999999999
2025-02-07,SKU_A201,Appliances,45,11267.1,10600.2,666.9,28.69,90,16.31
2025-02-08,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,28.9,90,5.899999999999999
2025-02-09,SKU_A201,Appliances,27,7157.88,6360.12,797.76,28.72,90,1.7199999999999989
2025-02-10,SKU_A201,Appliances,17,4609.9,4004.52,605.38,28.56,90,11.559999999999999
2025-02-11,SKU_A201,Appliances,30,8218.28,7066.8,1151.48,28.51,90,1.4899999999999984
2025-02-12,SKU_A201,Appliances,24,6539.28,5653.44,885.84,28.37,90,4.370000000000001
2025-02-13,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,28.27,90,2.2699999999999996
2025-02-14,SKU_A201,Appliances,25,6833.84,5889.0,944.84,28.22,90,3.219999999999999
2025-02-15,SKU_A201,Appliances,36,9543.84,8480.16,1063.68,28.21,90,7.789999999999999
2025-02-16,SKU_A201,Appliances,25,6568.76,5889.0,679.76,28.27,90,3.2699999999999996
2025-02-17,SKU_A201,Appliances,37,9838.4,8715.72,1122.68,28.26,90,8.739999999999998
2025-02-18,SKU_A201,Appliances,15,4418.4,3533.4,885.0,28.28,90,13.280000000000001
2025-02-19,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,28.12,90,4.120000000000001
2025-02-20,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,28.08,90,10.079999999999998
2025-02-21,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,27.9,90,6.899999999999999
2025-02-22,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,27.83,90,3.8299999999999983
2025-02-23,SKU_A201,Appliances,33,9720.48,7773.48,1947.0,27.67,90,5.329999999999998
2025-02-24,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,27.68,90,1.6799999999999997
2025-02-25,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,27.57,90,0.5700000000000003
2025-02-26,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,27.41,90,9.41
2025-02-27,SKU_A201,Appliances,33,8836.88,7773.48,1063.4,27.34,90,5.66
2025-02-28,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,27.4,90,5.399999999999999
2025-03-01,SKU_A201,Appliances,14,4123.84,3297.84,826.0,27.29,90,13.29
2025-03-02,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,27.2,90,9.2
2025-03-03,SKU_A201,Appliances,44,11591.06,10364.64,1226.42,27.09,90,16.91
2025-03-04,SKU_A201,Appliances,30,8836.8,7066.8,1770.0,27.24,90,2.7600000000000016
2025-03-05,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,27.29,90,9.29
2025-03-06,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,27.14,90,0.8599999999999994
2025-03-07,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,26.99,90,5.989999999999998
2025-03-08,SKU_A201,Appliances,24,6318.38,5653.44,664.94,26.77,90,2.7699999999999996
2025-03-09,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,26.89,90,0.10999999999999943
2025-03-10,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,26.84,90,6.84
2025-03-11,SKU_A201,Appliances,25,6789.66,5889.0,900.66,26.76,90,1.7600000000000016
2025-03-12,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,26.77,90,0.23000000000000043
2025-03-13,SKU_A201,Appliances,29,8144.62,6831.24,1313.38,26.67,90,2.3299999999999983
2025-03-14,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,26.7,90,9.7
2025-03-15,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,26.51,90,2.5100000000000016
2025-03-16,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,26.42,90,4.579999999999998
2025-03-17,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,26.51,90,2.5100000000000016
2025-03-18,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,26.33,90,1.6700000000000017
2025-03-19,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,26.24,90,1.2399999999999984
2025-03-20,SKU_A201,Appliances,16,4712.96,3768.96,944.0,26.13,90,10.129999999999999
2025-03-21,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,25.79,90,4.789999999999999
2025-03-22,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.74,90,5.739999999999998
2025-03-23,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,25.64,90,2.6400000000000006
2025-03-24,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,25.48,90,3.4800000000000004
2025-03-25,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,25.42,90,4.420000000000002
2025-03-26,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,25.32,90,1.3200000000000003
2025-03-27,SKU_A201,Appliances,33,9720.48,7773.48,1947.0,25.32,90,7.68
2025-03-28,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.3,90,5.300000000000001
2025-03-29,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,25.3,90,8.3
2025-03-30,SKU_A201,Appliances,25,7010.56,5889.0,1121.56,25.04,90,0.03999999999999915
2025-03-31,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,24.93,90,2.9299999999999997
2025-04-01,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,24.92,90,3.0799999999999983
2025-04-02,SKU_A201,Appliances,33,9720.48,7773.48,1947.0,24.98,90,8.02
2025-04-03,SKU_A201,Appliances,36,10604.16,8480.16,2124.0,25.08,90,10.920000000000002
2025-04-04,SKU_A201,Appliances,32,8586.5,7537.92,1048.58,25.27,90,6.73
2025-04-05,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,25.18,90,0.17999999999999972
2025-04-06,SKU_A201,Appliances,24,6318.38,5653.44,664.94,25.17,90,1.1700000000000017
2025-04-07,SKU_A201,Appliances,35,9337.64,8244.6,1093.04,25.19,90,9.809999999999999
2025-04-08,SKU_A201,Appliances,28,7629.16,6595.68,1033.48,25.34,90,2.66
2025-04-09,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,25.36,90,0.6400000000000006
2025-04-10,SKU_A201,Appliances,16,4712.96,3768.96,944.0,25.36,90,9.36
2025-04-11,SKU_A201,Appliances,33,9720.48,7773.48,1947.0,25.14,90,7.859999999999999
2025-04-12,SKU_A201,Appliances,35,8763.3,8244.6,518.7,25.11,90,9.89
2025-04-13,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,25.23,90,0.7699999999999996
2025-04-14,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,25.3,90,1.6999999999999993
2025-04-15,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.39,90,5.390000000000001
2025-04-16,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,25.32,90,2.3200000000000003
2025-04-17,SKU_A201,Appliances,21,5655.6,4946.76,708.84,25.36,90,4.359999999999999
2025-04-18,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,25.33,90,2.3299999999999983
2025-04-19,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,25.29,90,0.7100000000000009
2025-04-20,SKU_A201,Appliances,43,11384.86,10129.08,1255.78,25.32,90,17.68
2025-04-21,SKU_A201,Appliances,18,4948.64,4240.08,708.56,25.43,90,7.43
2025-04-22,SKU_A201,Appliances,28,7673.34,6595.68,1077.66,25.41,90,2.59
2025-04-23,SKU_A201,Appliances,20,5537.76,4711.2,826.56,25.44,90,5.440000000000001
2025-04-24,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,25.47,90,5.530000000000001
2025-04-25,SKU_A201,Appliances,29,7923.72,6831.24,1092.48,25.61,90,3.3900000000000006
2025-04-26,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,25.73,90,3.7300000000000004
2025-04-27,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,25.63,90,2.370000000000001
2025-04-28,SKU_A201,Appliances,28,7010.64,6595.68,414.96,25.57,90,2.4299999999999997
2025-04-29,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,25.64,90,7.640000000000001
2025-04-30,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,25.57,90,3.5700000000000003
2025-05-01,SKU_A201,Appliances,29,8542.24,6831.24,1711.0,25.47,90,3.530000000000001
2025-05-02,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,25.52,90,0.4800000000000004
2025-05-03,SKU_A201,Appliances,30,7953.2,7066.8,886.4,25.46,90,4.539999999999999
2025-05-04,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,25.47,90,7.469999999999999
2025-05-05,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,25.36,90,6.359999999999999
2025-05-06,SKU_A201,Appliances,32,8498.14,7537.92,960.22,25.38,90,6.620000000000001
2025-05-07,SKU_A201,Appliances,28,8247.68,6595.68,1652.0,25.39,90,2.6099999999999994
2025-05-08,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,25.56,90,1.4400000000000013
2025-05-09,SKU_A201,Appliances,14,4123.84,3297.84,826.0,25.36,90,11.36
2025-05-10,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,25.26,90,6.260000000000002
2025-05-11,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.17,90,5.170000000000002
2025-05-12,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.2,90,5.199999999999999
2025-05-13,SKU_A201,Appliances,33,9720.48,7773.48,1947.0,25.09,90,7.91
2025-05-14,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,25.19,90,1.1900000000000013
2025-05-15,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,25.17,90,6.170000000000002
2025-05-16,SKU_A201,Appliances,21,5655.6,4946.76,708.84,25.1,90,4.100000000000001
2025-05-17,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,24.93,90,4.93
2025-05-18,SKU_A201,Appliances,20,5361.04,4711.2,649.84,24.88,90,4.879999999999999
2025-05-19,SKU_A201,Appliances,26,7658.56,6124.56,1534.0,24.69,90,1.3099999999999987
2025-05-20,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,24.81,90,0.19000000000000128
2025-05-21,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,24.82,90,4.82
2025-05-22,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,24.84,90,2.16
2025-05-23,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,24.91,90,0.9100000000000001
2025-05-24,SKU_A201,Appliances,36,9676.38,8480.16,1196.22,24.91,90,11.09
2025-05-25,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,24.94,90,0.9400000000000013
2025-05-26,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,24.92,90,2.9200000000000017
2025-05-27,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,24.87,90,3.870000000000001
2025-05-28,SKU_A201,Appliances,34,8910.54,8009.04,901.5,24.9,90,9.100000000000001
2025-05-29,SKU_A201,Appliances,30,8836.8,7066.8,1770.0,24.91,90,5.09
2025-05-30,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,25.0,90,0.0
2025-05-31,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,25.12,90,5.120000000000001
2025-06-01,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,25.14,90,5.859999999999999
2025-06-02,SKU_A201,Appliances,25,6701.3,5889.0,812.3,25.0,90,0.0
2025-06-03,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,24.94,90,5.940000000000001
2025-06-04,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,24.96,90,3.960000000000001
2025-06-05,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,24.88,90,0.879999999999999
2025-06-06,SKU_A201,Appliances,32,9425.92,7537.92,1888.0,24.91,90,7.09
2025-06-07,SKU_A201,Appliances,21,6185.76,4946.76,1239.0,25.0,90,4.0
2025-06-08,SKU_A201,Appliances,16,4712.96,3768.96,944.0,24.93,90,8.93
2025-06-09,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,24.89,90,2.8900000000000006
2025-06-10,SKU_A201,Appliances,16,4712.96,3768.96,944.0,24.86,90,8.86
2025-06-11,SKU_A201,Appliances,41,11016.64,9657.96,1358.68,24.73,90,16.27
2025-06-12,SKU_A201,Appliances,35,9337.64,8244.6,1093.04,24.87,90,10.129999999999999
2025-06-13,SKU_A201,Appliances,14,4123.84,3297.84,826.0,25.07,90,11.07
2025-06-14,SKU_A201,Appliances,38,10088.78,8951.28,1137.5,24.96,90,13.04
2025-06-15,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,25.03,90,7.030000000000001
2025-06-16,SKU_A201,Appliances,15,4020.78,3533.4,487.38,24.97,90,9.969999999999999
2025-06-17,SKU_A201,Appliances,23,6465.62,5417.88,1047.74,24.82,90,1.8200000000000003
2025-06-18,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,24.8,90,2.8000000000000007
2025-06-19,SKU_A201,Appliances,22,6480.32,5182.32,1298.0,24.87,90,2.870000000000001
2025-06-20,SKU_A201,Appliances,32,9425.92,7537.92,1888.0,24.88,90,7.120000000000001
2025-06-21,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,25.01,90,8.010000000000002
2025-06-22,SKU_A201,Appliances,24,6362.56,5653.44,709.12,24.94,90,0.9400000000000013
2025-06-23,SKU_A201,Appliances,27,7246.24,6360.12,886.12,24.97,90,2.030000000000001
2025-06-24,SKU_A201,Appliances,24,6716.0,5653.44,1062.56,25.03,90,1.0300000000000011
2025-06-25,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,25.03,90,6.030000000000001
2025-06-26,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,24.88,90,1.879999999999999
2025-06-27,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,24.91,90,1.9100000000000001
2025-06-28,SKU_A201,Appliances,26,6907.5,6124.56,782.94,24.98,90,1.0199999999999996
2025-06-29,SKU_A201,Appliances,23,6774.88,5417.88,1357.0,24.99,90,1.9899999999999984
2025-06-30,SKU_A201,Appliances,16,4359.52,3768.96,590.56,25.0,90,9.0
2025-07-01,SKU_A201,Appliances,23,6244.72,5417.88,826.84,24.87,90,1.870000000000001
2025-07-02,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,24.76,90,7.760000000000002
2025-07-03,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,24.54,90,0.46000000000000085
2025-07-04,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,24.47,90,0.46999999999999886
2025-07-05,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,24.46,90,5.460000000000001
2025-07-06,SKU_A201,Appliances,15,4418.4,3533.4,885.0,24.4,90,9.399999999999999
2025-07-07,SKU_A201,Appliances,24,7069.44,5653.44,1416.0,24.18,90,0.17999999999999972
2025-07-08,SKU_A201,Appliances,37,9970.94,8715.72,1255.22,24.13,90,12.870000000000001
2025-07-09,SKU_A201,Appliances,12,3534.72,2826.72,708.0,24.26,90,12.260000000000002
2025-07-10,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,24.21,90,2.789999999999999
2025-07-11,SKU_A201,Appliances,27,7953.12,6360.12,1593.0,24.14,90,2.8599999999999994
2025-07-12,SKU_A201,Appliances,20,5891.2,4711.2,1180.0,24.06,90,4.059999999999999
2025-07-13,SKU_A201,Appliances,17,5007.52,4004.52,1003.0,23.99,90,6.989999999999998
2025-07-14,SKU_A201,Appliances,18,5302.08,4240.08,1062.0,23.88,90,5.879999999999999
2025-07-15,SKU_A201,Appliances,31,9131.36,7302.36,1829.0,23.86,90,7.140000000000001
2025-07-16,SKU_A201,Appliances,25,7364.0,5889.0,1475.0,23.94,90,1.0599999999999987
2025-07-17,SKU_A201,Appliances,19,5596.64,4475.64,1121.0,23.99,90,4.989999999999998
2025-07-18,SKU_A201,Appliances,35,10309.6,8244.6,2065.0,23.94,90,11.059999999999999
